completion_time,spatial_errors,target_distance
1.1713714285714287,0.746,1
-0.08579999999999988,-1.464,2
1.457,1.0,0
0.14297142857142842,0.788,0
-1.6286,0.846,3
-2.0285714285714285,-4.55,3
-1.1713428571428572,0.674,3
1.5143714285714285,1.0,0
-1.4002,-0.07200000000000006,3
0.31431428571428566,0.708,1
-1,-0.272,2
-3.1713142857142858,-6.651999999999999,3
1.3428285714285715,0.8180000000000001,0
0.14282857142857142,0.674,1
1.2286857142857142,1.0,1
-0.2000571428571427,-2.2600000000000002,2
-1.7428571428571429,-4.032,2
0.5429428571428571,0.86,1
1.0,0.972,0
-2.5998857142857146,-5.587999999999999,3
-0.028685714285714203,0.19199999999999995,2
-2.999914285714285,-0.5939999999999999,3
-0.3142571428571428,-0.8039999999999998,2
-1.8571714285714287,0.576,3
0.48560000000000014,0.75,2
0.3713428571428572,1.0,1
-0.08585714285714263,-1.056,3
0.7143428571428572,1.0,1
0.14280000000000004,-0.44199999999999995,2
1.6283714285714286,0.45199999999999996,0
0.02857142857142858,1.0,1
1.5143428571428572,1.0,0
-1,-0.954,3
-0.2570571428571429,-0.56,3
0.48574285714285714,0.52,2
1.6858,1.0,0
0.08582857142857137,0.876,2
-0.4859142857142855,0.544,3
0.028628571428571337,1.0,1
1.0571428571428572,0.4059999999999999,0
0.5429428571428571,0.66,2
-2.714257142857142,0.36,3
0.3715142857142857,0.8,1
-5.685714285714286,-0.018000000000000016,3
0.9429142857142857,1.0,0
1.6286,0.954,0
0.4856857142857143,0.944,1
1.6285714285714286,1.0,0
-2.828485714285714,-4.072,3
-0.2571428571428571,1.0,1
-1.3999428571428574,-0.15399999999999991,2
-0.6000285714285714,0.30199999999999994,2
1.6286285714285715,1.0,0
1.5143999999999997,1.0,0
0.3713714285714286,1.0,1
0.7143142857142857,0.726,2
0.8286285714285714,1.0,1
-1.1714000000000002,-2.6060000000000003,0
-2.0856285714285714,-16.368000000000002,3
1.7427142857142859,1.0,0
-0.8284857142857143,0.006000000000000005,3
-1.285742857142857,-0.242,3
-1.9713714285714286,-1.524,1
-0.5998857142857144,-6.606,2
-0.5998857142857144,-5.816,3
1.7427428571428574,1.0,0
-0.48588571428571403,-3.298,1
0.4858285714285713,-1.6360000000000001,1
-0.028514285714285714,-0.22199999999999998,3
0.42862857142857136,-1.334,1
0.4286857142857142,-1.0659999999999998,1
1.0572571428571427,0.8220000000000001,0
1.5713428571428572,1.0,0
0.6572571428571428,-1.3280000000000003,1
1.6286,0.758,0
-0.19999999999999996,-5.144,2
1.1712857142857145,0.8180000000000001,0
-1.2857714285714286,-1.154,3
0.7714857142857142,-1.234,2
1.6858571428571427,0.604,0
-0.8857428571428572,-3.4700000000000006,2
0.7143142857142857,-0.22799999999999998,2
1.5713142857142857,1.0,0
-0.37128571428571444,-0.17599999999999993,3
0.3714571428571428,-0.4079999999999999,2
-1.2856,-3.26,3
0.6000857142857142,-1.1019999999999999,1
0.7143142857142857,-0.053999999999999826,2
-0.08565714285714288,-3.088,2
-0.8857714285714284,-0.526,2
-0.7143428571428572,0.776,3
0.6571428571428571,-1.2679999999999998,1
0.028685714285714203,0.77,1
-4.7141714285714285,1.0,2
-0.7142571428571429,0.958,2
0.3142857142857143,1.0,1
-0.14308571428571404,-0.4119999999999999,2
1.8000857142857143,1.0,0
-4.085628571428571,0.42000000000000004,3
0.48560000000000014,1.0,1
-2.3713999999999995,1.0,3
-1.3427714285714285,1.0,3
-1.5716285714285712,-0.6940000000000002,2
0.999857142857143,1.0,1
1.7428571428571429,1.0,0
-0.7142285714285714,0.52,3
1.0000857142857142,0.482,0
1.4572285714285713,1.0,0
-0.25725714285714285,1.0,2
0.4284000000000001,1.0,1
1.0000571428571428,1.0,1
1.4000571428571429,1.0,0
-1,0.954,3
1.4569428571428569,1.0,0
1.6857714285714285,0.67,0
1.057057142857143,1.0,0
0.8857142857142857,1.0,1
1.0572,1.0,1
1.285742857142857,0.632,1
-1.2285428571428572,0.44999999999999996,3
0.4284285714285716,0.596,2
-1.1714000000000002,-0.73,3
-0.4856857142857143,1.0,1
-0.5428857142857142,-0.1160000000000001,2
1.6286571428571428,1.0,0
-1.6856,-0.6480000000000001,2
-2.2,1.0,3
-0.25708571428571436,-1.182,3
0.4284285714285716,0.972,2
1.5715714285714284,1.0,0
-0.4856285714285715,-0.786,1
0.8284285714285715,0.688,1
-0.7714000000000001,-7.026,3
1.4571714285714286,1.0,0
0.9429714285714285,1.0,1
-2.6572,-2.246,2
0.42862857142857136,0.20799999999999996,2
-0.657057142857143,-3.3979999999999997,2
-2.4287142857142863,-0.030000000000000027,3
-2.200142857142857,0.958,3
1.114342857142857,1.0,0
-0.5428857142857142,-1.6920000000000002,2
-0.5428857142857142,-3.5200000000000005,3
-2.7143142857142863,0.17200000000000004,2
0.6570000000000001,1.0,1
0.6000571428571428,0.874,1
1.5713142857142857,0.8240000000000001,0
1.6858,1.0,0
-1.5142000000000002,0.42999999999999994,3
-0.9428857142857143,0.784,3
1.6285142857142858,1.0,0
1.6858,1.0,0
-2.0856,-0.30600000000000005,3
0.1428571428571429,1.0,0
-0.2000857142857142,-0.768,2
0.19999999999999996,0.49,3
0.7143428571428572,0.494,1
0.7714571428571428,0.984,1
0.7143142857142857,0.31399999999999995,2
0.08568571428571436,-1.604,2
0.6571142857142858,1.0,1
0.6000857142857142,0.79,1
-1.0571714285714284,0.03400000000000003,2
-0.2000571428571427,-0.9039999999999999,3
1.5714571428571429,1.0,0
-0.14282857142857153,1.0,1
0.5427714285714287,1.0,1
-0.31431428571428577,0.69,3
1.6288285714285715,0.804,0
0.8857142857142857,0.794,1
1.8573142857142857,0.3360000000000001,0
-4.0283428571428574,1.0,3
0.19968571428571458,0.882,2
1.2288000000000001,1.0,1
1.4570285714285716,1.0,0
1.0002000000000002,-0.018000000000000016,0
-0.028771428571428448,0.734,1
0.8281714285714286,1.0,1
-3.1713428571428564,1.0,3
1.6287142857142856,0.514,0
0.02842857142857158,0.868,2
0.5430857142857141,1.0,2
0.8858285714285713,1.0,2
-0.1999428571428572,-0.5539999999999998,3
0.48534285714285685,0.882,1
0.7142000000000001,0.46599999999999997,2
0.5428285714285714,0.806,2
-0.31471428571428595,1.0,3
-5.857228571428572,0.16799999999999993,3
-1.6284285714285716,1.0,3
-2.0858285714285714,-0.3039999999999998,3
1.2859428571428573,0.38,0
-4.314228571428571,1.0,3
-2.0290000000000004,1.0,3
0.2569142857142859,1.0,0
0.6569714285714288,1.0,0
0.48585714285714277,0.842,1
-1.2854857142857146,1.0,3
0.6570857142857143,1.0,1
1.7429142857142856,0.856,0
-1.3432285714285719,0.492,2
1.2288285714285716,1.0,1
0.3142571428571429,0.776,1
1.2859142857142858,1.0,1
0.8859142857142859,0.966,1
0.20019999999999982,-0.11199999999999988,2
1.7431142857142858,0.662,0
1.343114285714286,0.29400000000000004,0
0.6000571428571428,1.0,2
0.20014285714285707,0.08800000000000008,2
-0.8284000000000002,1.0,2
1.6287714285714288,0.808,0
-0.7714571428571428,0.18599999999999994,1
-2.4857142857142858,-2.222,3
-0.08565714285714288,1.0,3
1.6287142857142856,0.918,0
0.0859142857142855,-0.996,3
1.6285714285714286,0.838,0
-1.7428571428571429,-2.34,3
1.7998857142857143,1.0,0
-0.028685714285714203,-0.5800000000000001,2
-0.37157142857142844,0.07799999999999996,3
-0.1998285714285717,0.732,2
-1.0,-0.43599999999999994,2
1.0,1.0,1
0.6574000000000001,1.0,1
0.8859428571428573,0.648,1
0.6000571428571428,1.0,2
1.6287714285714288,0.844,0
1.0002285714285715,1.0,1
1.2282571428571427,0.9319999999999999,1
1.6285142857142858,0.846,0
1.5139142857142858,0.984,0
0.8856857142857143,0.44999999999999996,2
0.6571428571428571,1.0,1
0.6000571428571428,0.45999999999999996,1
0.3142857142857143,0.28600000000000003,2
1.7428285714285714,0.798,0
0.6569714285714288,1.0,2
1.6859714285714287,0.672,0
0.08582857142857137,1.0,2
-1.7998571428571428,0.854,3
0.3140857142857144,-0.8719999999999999,3
-0.20002857142857144,0.44800000000000006,3
-0.08597142857142837,0.4019999999999999,1
1.056942857142857,0.714,2
-0.31417142857142877,-0.39600000000000013,3
1.0002285714285715,0.844,0
1.7428,1.0,0
-0.5997714285714288,-7.382,1
1.7427142857142859,0.806,0
-0.5998857142857144,-10.038,2
0.5429714285714284,-2.556,3
-0.9432571428571432,-9.736,2
1.5139142857142858,1.0,0
-0.3713428571428572,-4.398,3
0.7713142857142858,0.19399999999999995,1
0.08594285714285699,-6.6819999999999995,2
-1,-1.1360000000000001,3
0.5428000000000001,0.22599999999999998,1
-0.7714857142857143,0.038000000000000034,2
1.628742857142857,1.0,0
-1,0.494,1
0.9999714285714286,1.0,0
1.4000857142857142,1.0,0
0.8286857142857142,-0.1259999999999999,1
-2.371228571428571,-6.5120000000000005,3
-0.028514285714285714,0.756,3
1.6287142857142856,1.0,0
0.3143714285714285,-0.6079999999999999,3
-0.08548571428571439,-5.36,3
0.31405714285714303,-2.322,2
-0.3142857142857143,0.568,2
0.14305714285714266,-0.494,1
1.4571142857142858,1.0,0
0.14294285714285704,-1.4300000000000002,1
0.14308571428571404,-0.484,1
-1.4571428571428573,-1.596,3
0.42879999999999974,-3.9859999999999998,2
-0.08551428571428588,-0.5640000000000001,2
0.3142571428571429,-0.32400000000000007,1
-0.2575714285714288,-2.16,2
-1,-0.3340000000000001,3
1.5715142857142856,0.5900000000000001,0
0.771657142857143,-1.282,0
0.42877142857142836,-3.896,1
-1.1716571428571427,-2.7560000000000002,1
1.5138571428571428,1.0,0
0.8858571428571427,0.776,0
0.7142857142857143,-0.8280000000000001,1
0.1999428571428572,-3.106,2
-0.5431428571428569,-7.093999999999999,3
-0.7713428571428573,-8.126000000000001,2
-0.9999714285714285,0.736,3
0.2574285714285711,0.496,3
0.19997142857142858,-1.802,2
-0.7142285714285714,-3.4539999999999997,2
-1.285514285714286,-2.65,2
0.5428000000000001,-1.294,3
0.5430857142857141,-2.224,2
0.8854571428571427,-0.484,1
0.4856571428571429,-0.9059999999999999,1
0.8856857142857143,0.896,1
0.943057142857143,0.942,2
1.8000571428571428,0.918,0
0.7715714285714285,-0.508,3
0.4858285714285713,0.038000000000000034,2
0.2568571428571431,-3.024,1
0.48534285714285685,-1.4899999999999998,3
0.7143999999999999,0.018000000000000016,1
-0.7711714285714288,-0.45799999999999996,3
-0.6572285714285713,-3.4539999999999997,3
0.42879999999999974,0.842,1
0.9430857142857144,0.862,0
1.1138857142857144,0.45399999999999996,0
0.48585714285714277,0.25,2
-1,-0.1499999999999999,0
1.4572285714285713,0.886,0
-0.08571428571428563,-2.598,3
-0.25708571428571436,1.0,0
0.3713142857142858,0.984,2
0.3715999999999998,1.0,2
0.828857142857143,1.0,1
0.20025714285714258,0.876,1
1.685485714285714,1.0,0
1.8572,1.0,0
0.9430857142857144,0.512,1
0.5431142857142854,1.0,2
0.08579999999999988,1.0,1
0.5426000000000002,0.97,2
0.8286571428571428,0.764,1
1.742942857142857,0.8180000000000001,0
-0.08545714285714312,0.938,3
-0.14288571428571428,1.0,3
1.1143999999999998,1.0,1
0.4854000000000003,1.0,2
0.6002571428571426,0.18599999999999994,2
1.114342857142857,0.86,1
-1,0.928,3
0.8859428571428573,0.714,0
1.5716857142857144,0.776,0
1.6859714285714287,0.896,0
-0.028514285714285714,0.782,1
0.3142857142857143,0.948,2
-2.5428285714285708,1.0,3
0.428742857142857,0.918,2
1.685914285714286,1.0,0
0.6572285714285713,0.976,3
-1.8000285714285713,-1.3039999999999998,3
1.7999714285714286,0.67,0
-0.31417142857142877,0.5599999999999999,3
0.7715142857142856,0.866,2
-0.3713714285714287,-0.518,3
1.1138857142857144,0.498,1
-0.657,-0.026000000000000023,3
-0.37159999999999993,-1.7679999999999998,2
-0.42859999999999987,-2.7,3
-0.7142285714285714,-1.702,1
0.7714857142857142,0.662,0
-0.5426000000000002,-1.084,1
0.028657142857142825,-0.8320000000000001,2
0.9426571428571427,1.0,0
0.5429999999999999,0.31200000000000006,0
-0.20034285714285693,-0.09600000000000009,2
0.08585714285714274,0.512,2
1.3998,1.0,0
1.7431142857142858,1.0,0
-1.7998857142857143,0.88,3
0.142485714285714,-0.5640000000000001,3
-0.6575428571428574,-4.512,3
-1,-6.390000000000001,2
1.2854,0.81,0
-0.5998571428571431,0.498,3
0.828742857142857,-0.03600000000000003,3
0.9997714285714284,0.7,1
0.1429999999999999,-1.37,1
0.7715999999999998,0.23399999999999999,1
1.6282571428571428,0.952,0
1.6288285714285715,0.8160000000000001,0
-0.37128571428571444,0.758,3
0.6002571428571426,0.79,2
0.6002285714285712,-1.076,1
0.5430857142857141,0.19399999999999995,1
-1.1716285714285712,-1.5179999999999998,2
1.5715714285714284,0.6799999999999999,0
0.2572,-3.4079999999999995,2
-2.2571714285714286,-1.3280000000000003,3
0.7143714285714284,0.95,1
-0.31417142857142877,1.0,3
0.3715999999999998,-1.718,2
1.2854857142857141,0.592,1
0.25711428571428574,0.966,2
1.8573714285714287,0.952,0
1.8001142857142856,0.62,0
1.9143714285714286,1.0,0
-0.08574285714285712,1.0,2
0.1431428571428569,1.0,2
-0.5426000000000002,1.0,3
1.285885714285714,0.514,1
-1.1142571428571428,1.0,3
1.2854285714285714,1.0,1
0.9999714285714286,0.842,2
-0.4285428571428571,1.0,2
-0.08568571428571436,0.696,1
0.14311428571428553,0.806,3
1.1138857142857144,0.884,1
-5.399942857142857,1.0,3
-1,1.0,3
0.8858857142857142,1.0,2
1.6858,0.856,0
-3.0002000000000004,0.662,3
1.1146571428571428,1.0,1
-0.3139428571428575,0.008000000000000007,3
-0.6568285714285718,-0.21799999999999997,2
0.028685714285714203,0.372,2
1.0576285714285714,1.0,1
0.7714000000000001,0.06999999999999995,2
-1.400142857142857,-0.1439999999999999,2
0.5430285714285712,1.0,2
1.0576285714285714,0.32599999999999996,0
0.4861714285714288,1.0,1
-1.1149714285714287,1.0,3
1.9140857142857142,0.45799999999999996,0
-0.028085714285714047,1.0,1
-1,-1.2320000000000002,3
1.1143142857142856,0.388,0
-0.2570571428571429,-0.6480000000000001,3
0.5424285714285711,0.906,1
0.7144285714285713,0.524,2
-0.42928571428571427,-0.53,2
-1.685228571428571,-0.20799999999999996,2
-1.1711142857142862,-0.0040000000000000036,3
1.5705142857142855,0.87,0
1.5134000000000003,0.698,0
-0.42877142857142836,0.08599999999999997,2
1.628742857142857,1.0,0
1.3430857142857144,1.0,1
0.6571714285714285,1.0,1
-0.2576857142857145,0.5,3
1.3430285714285712,0.788,0
0.6567714285714286,0.984,1
-0.5424285714285713,1.0,3
1.0570285714285714,1.0,1
1.8,0.618,0
-0.4855428571428573,0.32599999999999996,3
-4.371257142857143,1.0,3
0.3717714285714283,1.0,1
0.9431142857142858,0.132,0
0.9993142857142857,1.0,1
-1.4571714285714283,-27.552,2
0.14194285714285737,-9.908,1
-1.5716285714285712,-10.978,2
-0.6000000000000001,-2.604,1
0.5428285714285714,-7.071999999999999,2
0.08482857142857159,0.32800000000000007,0
0.3145428571428569,-0.486,0
1.742142857142857,0.614,0
-1.5147142857142861,-21.582,3
0.3147428571428573,-12.368,3
-0.02894285714285738,-9.506,2
0.8860285714285715,-2.79,1
0.7712857142857144,0.54,0
-0.08562857142857161,-6.531999999999999,3
0.8286857142857142,-2.242,2
0.02874285714285696,-2.97,2
0.6573428571428572,-2.814,1
0.19917142857142867,-2.114,1
0.5998000000000001,-0.268,0
0.371914285714286,-7.0440000000000005,3
-1,-3.7299999999999995,2
-0.42834285714285736,0.19600000000000006,3
-1.1712000000000002,-9.946,3
1.8001714285714283,0.924,0
0.42794285714285707,-0.8679999999999999,1
-0.2566571428571427,-1.8860000000000001,2
0.6570000000000001,-0.22799999999999998,0
-1,-1.8120000000000003,1
0.4855428571428573,-4.894,3
1.742142857142857,0.93,0
1.1146285714285715,0.29800000000000004,1
0.429057142857143,-1.4460000000000002,1
-1,-1.854,3
-0.7142571428571429,-4.892,2
-0.7141142857142859,-3.258,3
0.8285428571428571,0.746,0
-0.8858285714285714,0.30400000000000005,2
1.4002571428571429,0.738,1
-1.343742857142857,-1.742,1
1.7993428571428571,0.44999999999999996,0
0.6568571428571428,-1.5420000000000003,1
0.8860857142857143,0.65,3
-0.42811428571428545,0.242,2
-0.4284000000000001,-6.014,3
1.4570285714285716,0.73,0
1.1146,0.126,0
0.9992571428571428,0.06999999999999995,0
1.6858,0.8180000000000001,0
-0.6570285714285715,-4.88,3
0.42797142857142845,-1.1399999999999997,1
-0.7140857142857144,-0.75,1
1.171942857142857,0.42599999999999993,0
0.8277428571428572,0.18200000000000005,1
0.14297142857142842,0.31600000000000006,3
1.6850571428571428,0.692,0
1.0005142857142855,1.0,0
-0.028628571428571448,-1.274,2
0.6002285714285712,-2.336,1
0.7716857142857143,-0.6480000000000001,2
-2.7710571428571424,-6.25,3
0.828857142857143,-0.15799999999999992,1
0.02874285714285696,-1.7760000000000002,2
1.000257142857143,0.8360000000000001,2
-0.8855428571428574,-3.79,2
1.5717142857142856,1.0,0
0.08608571428571454,0.126,3
0.25751428571428603,0.30999999999999994,3
0.028657142857142825,-2.696,3
0.6004857142857145,-1.0219999999999998,2
0.20002857142857144,-3.646,3
0.828342857142857,-0.06999999999999984,1
0.6004857142857145,0.37,2
1.4574571428571428,0.712,1
0.14311428571428553,0.854,3
0.7141714285714287,0.08599999999999997,1
-0.6579999999999999,0.06799999999999995,3
1.4002285714285716,1.0,0
-1.1712285714285717,0.642,3
0.7144857142857144,0.592,2
1.114742857142857,0.124,1
1.7433714285714283,0.8340000000000001,0
1.6288857142857143,1.0,0
-0.6572285714285713,-0.16199999999999992,2
-0.8853428571428568,0.06799999999999995,2
0.14334285714285733,-2.8579999999999997,2
1.286142857142857,0.8300000000000001,1
1.5706571428571428,0.838,0
0.3136,0.23199999999999998,2
1.1718857142857142,1.0,0
0.14294285714285704,0.16400000000000003,2
1.4569428571428569,0.716,0
1.7432857142857143,1.0,0
0.5433428571428573,0.918,1
1.7430857142857143,0.94,0
-0.5998857142857144,-0.35399999999999987,2
0.14205714285714288,-0.9059999999999999,1
1.343057142857143,1.0,2
0.3713714285714286,0.964,3
1.7422,0.5900000000000001,0
1.2858285714285713,0.998,1
-0.5423714285714283,0.124,3
-0.20040000000000036,-3.0939999999999994,3
0.542485714285714,0.31200000000000006,2
0.028628571428571337,1.0,3
0.7139714285714285,0.8160000000000001,3
0.4286,-1.3039999999999998,3
0.5428000000000001,-1.2719999999999998,1
1.1142,0.62,1
0.08579999999999988,-0.1439999999999999,2
1.1717142857142857,0.742,1
0.7141714285714287,1.0,1
1.1709142857142858,0.982,1
-0.4864571428571429,-2.7039999999999997,2
-4.0854,-0.8940000000000001,3
0.8285142857142858,0.6,1
0.9992571428571428,0.728,1
1.800257142857143,0.774,0
-0.6572285714285713,-0.4159999999999999,3
-0.25708571428571436,0.802,3
0.828742857142857,0.596,2
0.028828571428571204,-0.9280000000000002,2
-0.5998857142857144,-1.5140000000000002,2
1.2284000000000002,1.0,0
0.14302857142857128,-0.04200000000000004,2
-1,0.95,2
-0.31405714285714303,0.026000000000000023,3
0.4290857142857145,0.388,1
1.6850285714285715,1.0,0
0.7144571428571427,0.027999999999999914,3
1.0570285714285714,1.0,0
1.6288,1.0,0
-0.08548571428571439,-0.252,2
0.8285428571428571,0.728,1
1.5140857142857143,0.844,0
0.8288000000000001,0.43799999999999994,0
-0.7140285714285717,-0.11799999999999988,3
0.5428857142857142,0.05999999999999994,2
1.6290285714285715,1.0,0
0.8849142857142858,1.0,0
-0.4284000000000001,0.694,3
-0.25722857142857136,0.51,3
-1,-0.9579999999999997,3
0.828342857142857,0.596,1
0.8861714285714285,0.266,1
0.028799999999999826,-9.232,1
-0.7712285714285716,-25.445999999999998,3
-0.1999714285714287,-4.304,1
1.5143142857142857,0.87,0
-3.571142857142857,-11.184000000000001,2
1.0564857142857143,0.42800000000000005,0
0.14265714285714304,-4.976,1
-0.37091428571428553,-0.8719999999999999,2
-0.31434285714285704,-5.756,3
-0.08554285714285736,-1.246,1
-0.3143999999999998,0.548,3
-1.5714571428571427,-8.501999999999999,3
0.6573428571428572,0.30400000000000005,3
0.31362857142857137,-1.83,1
0.14319999999999966,-4.914,3
1.0569714285714287,0.508,0
-1,-12.66,3
1.8566285714285715,0.742,0
0.6567714285714286,-2.902,1
0.714,-1.69,2
0.6571714285714285,0.16400000000000003,0
0.14334285714285733,0.04800000000000004,2
1.7428,1.0,0
1.5134285714285716,0.734,0
0.1432285714285717,-3.6020000000000003,2
-0.8285142857142858,-3.9880000000000004,3
-0.9996571428571432,0.018000000000000016,2
1.2862,1.0,0
-0.2001142857142857,-7.718,2
0.25737142857142836,0.498,3
-0.8858571428571427,-3.7200000000000006,1
0.8285714285714285,-0.3640000000000001,1
-0.2000571428571427,0.248,2
0.6000571428571428,-0.19600000000000017,1
-1.056628571428571,-0.29000000000000004,2
1.6277714285714286,1.0,0
0.9992857142857143,0.85,0
-2.8286857142857142,0.46399999999999997,2
1.6286,1.0,0
-0.25668571428571396,1.0,1
0.7715714285714285,1.0,1
1.7431142857142858,0.842,0
